Date,Log_Return,Volatility_21d,Momentum_21d,MA_Dist_50d,Drawdown_252d,Volume_Ratio_21d
2014-11-25,-0.14152014366157104,0.6629070531982405,0.01628347492091673,-0.27510921999964383,0.4154754242233502,-0.11181047302822712
2014-11-26,-0.4974166690354335,0.6721538031877012,-0.13078797075524837,-0.34581809097203026,0.34696618624291203,-0.8477061294215181
2014-11-27,0.04453752536637276,0.5412753585217752,0.18514885888874297,-0.31339694183323596,0.3597296291098017,-1.818978885516033
2014-11-28,0.400600751064611,0.5293304760255616,0.1349308252956457,-0.2159568017675924,0.4262652808989162,-0.3406012215057592
2014-12-01,0.13893630881073163,0.5101543616221891,0.270947484424528,-0.17140716193103853,0.45373579098719996,-1.4937137763264832
2014-12-02,0.09123486358302708,0.4639520515361078,0.46173176093609264,-0.12783512658268467,0.47405890490210767,-1.4301383546948228
2014-12-03,-0.44653385261787737,0.4806588174388451,0.33167527033045846,-0.20085515494650516,0.41215715079555126,-1.3230312113251752
2014-12-04,-0.39419402955189753,0.4777553511633689,0.128431975262148,-0.2635889389105917,0.35908155457938834,-1.184051120651325
2014-12-05,0.4312183488297839,0.46644710941719625,0.08510934381806724,-0.1560006383857251,0.4302612910755804,-1.10443622913006
2014-12-08,-1.0250425591533265,0.5087987123295997,-0.012051135508448486,-0.3584273317544482,0.28353278303812585,-0.7192102855900059
2014-12-09,-0.701031581477919,0.3839670123218656,-0.44079504259130314,-0.48297950791783845,0.18839735953098702,0.7411772626268698
2014-12-10,-0.44864751251925505,0.38994958200454277,-0.5200563472978817,-0.5542036648052566,0.13092336566966914,-0.989622896066174
2014-12-11,0.24785851077492285,-0.4344273540637267,-1.0259712443687465,-0.49032443949393784,0.1715794809056343,0.7753740467612288
2014-12-12,0.0997085677802227,-0.42452197312872236,-0.9800175539768289,-0.46021875623262004,0.19156852034000044,-0.7208354242088396
2014-12-15,-0.5426455753687935,-0.5320619277704804,-0.846636909783225,-0.5640912823586739,0.12090922094936936,-0.6341287666086789
2014-12-16,-1.3637318020951572,-0.44049139202000676,-0.95211996682783,-0.8153635372965737,-0.05859124458327411,1.090124089087152
2014-12-17,-0.5889228354669024,-0.45842124376108623,-0.9165212611526549,-0.9084087781453869,-0.13012453075394056,1.8606617158321215
2014-12-18,-0.6868238462311379,-0.46796383286165416,-1.066870535277383,-1.0121615818953915,-0.21239853618778795,1.8513292292405619
2014-12-19,0.45714880150445214,-0.5757542898418413,-0.7576745906696519,-0.911650007688292,-0.14910265781400436,0.07220064793783494
2014-12-22,1.0101241634991747,-0.47384455373655765,-0.5025372224509178,-0.7004631434367713,-0.011229969885393981,-0.06146804402286963
2014-12-23,0.15487261115685855,-0.7784173298756402,-0.7600373101326314,-0.6456093590961132,0.015140940791600964,-0.6798883999408377
2014-12-24,-0.9321208086111126,-0.7244406193170909,-0.8855512709488977,-0.7967755778091251,-0.10304682034636518,-0.8177168883889465
2014-12-25,-0.30840564528393966,-0.731576174399279,-0.8559144598576475,-0.8306241531458988,-0.13766472660802503,-1.445688046526391
