Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2005-01-03,0.17993851006031036,0.18863782435459517,0.17917571298959867,0.18604360203184042,1066716000
2005-01-04,0.1714680939912796,0.18154097897779936,0.16872093609754518,0.18123604850423505,790224000
2005-01-05,0.17307059466838837,0.17513095970284856,0.16872093818347317,0.16963665749270584,724812000
2005-01-06,0.17139215767383575,0.17818311633206146,0.17017059318756983,0.1761227505087119,563568000
2005-01-07,0.16811023652553558,0.17307067036670964,0.16559200391239803,0.1717731017192911,763092000
2005-01-10,0.16849203407764435,0.170170550563708,0.16750031057575734,0.16864495645254834,579552000
2005-01-11,0.16330264508724213,0.1678052240661222,0.1607844271428788,0.16688950472855724,1093380000
2005-01-12,0.16192910075187683,0.16536303862436927,0.15796129223246966,0.1647531639006925,1057800000
2005-01-13,0.16360853612422943,0.167881275657656,0.15872410698008382,0.16231096763685315,898764000
2005-01-14,0.16414237022399902,0.16704245077033897,0.1625398578756561,0.16666058831967542,573912000
2005-01-18,0.16673657298088074,0.16711843538709797,0.1619290637859241,0.1623109125468883,464556000
2005-01-19,0.1629217267036438,0.16788124478881175,0.16223493372100556,0.16750031020055156,336492000
2005-01-20,0.16330264508724213,0.16727136715627566,0.15963978138223603,0.15963978138223603,640080000
2005-01-21,0.16360853612422943,0.16681354789043124,0.16299776074577413,0.16353161780675768,596352000
2005-01-24,0.15704560279846191,0.1650581396799282,0.15612988312812928,0.16269284323541558,463704000
2005-01-25,0.15979266166687012,0.1620059485416876,0.1568165780147253,0.1577322971111737,439704000
2005-01-26,0.16185304522514343,0.16406633235981494,0.15765631157734897,0.16032653725950285,429120000
2005-01-27,0.17482604086399078,0.17558883786934876,0.1611662816679926,0.16215800510458547,1002912000
2005-01-28,0.1745970994234085,0.17619959794954704,0.17078129990582544,0.17551281871488186,671052000
2005-01-31,0.1749020367860794,0.17818305167274903,0.17245982293210815,0.17604668253420758,562968000
2005-02-01,0.17818309366703033,0.1789468050488555,0.1736814279084177,0.17474915561333357,507180000
2005-02-02,0.18810395896434784,0.18955353532275185,0.17993850200998765,0.18520387837021005,2035404000
2005-02-03,0.18611958622932434,0.1874171543681943,0.1835253505383486,0.18611958622932434,690120000
2005-02-04,0.1968032568693161,0.1973371137766369,0.18611958264635864,0.18619558670969003,806448000
2005-02-07,0.19443699717521667,0.20069500956943467,0.1926824907763772,0.1970321465645158,521628000
