Date,Close,Return,Log_Return,Volatility_21d,Momentum_21d,MA_Dist_50d,Drawdown_252d,Volume_Ratio_21d
2005-03-11,0.191995769739151,-0.02253152495671973,-0.022789238237787536,0.4928480092277422,-0.009836986747406296,0.02223419662302604,-0.13211196727456534,0.7250147824783072
2005-03-14,0.1974131017923355,0.02821589278005754,0.027825157415412225,0.4921985605620769,-0.010710667775221783,0.04912525245561017,-0.10762373159808936,0.5661314781538823
2005-03-15,0.193445399403572,-0.02009847549499144,-0.020303197565466148,0.4917012291582055,-0.009763537479309914,0.02564362472458003,-0.12555913416087708,0.3751003383158582
2005-03-16,0.1901643276214599,-0.01696122932997246,-0.017106718442836878,0.493695261807037,-0.035228632991994524,0.006423192654892435,-0.1403907262218741,0.536499510384992
2005-03-17,0.1882560104131698,-0.010035095604727595,-0.010085786587656742,0.494523288657615,-0.04157099051558155,-0.005451629799293592,-0.14901698746694808,0.44403536129520493
2005-03-18,0.1844410300254821,-0.020264853054704046,-0.020473002062938877,0.4981506095797085,-0.052525774438784034,-0.02728442470088082,-0.16626203316797972,0.6529107918449134
2005-03-21,0.1907742172479629,0.03433719287734305,0.03376082822269896,0.3496007868130958,-0.11567029484792202,0.003756807293538567,-0.13763381179170478,0.7603511974904981
2005-03-22,0.1873402446508407,-0.018000192304072238,-0.01816416645668447,0.351426450868135,-0.13158839960086288,-0.01679799043944899,-0.15315656901598387,0.8404655942385835
2005-03-23,0.1913849860429763,0.021590349685269405,0.02136057941638958,0.35869301604286974,-0.12399444698471906,0.0013337442839236005,-0.13487292321236555,1.0289299103760914
2005-03-24,0.1917668581008911,0.0019953083353627665,0.001993320351673896,0.34611749159549327,-0.09277673178279189,0.00038407330188587466,-0.13314672794490326,1.241995856659444
2005-03-25,0.1917668581008911,0.0,0.0,0.3283652597790142,-0.11607432438279919,-0.0024909032840091153,-0.13314672794490326,1.2277429120174856
2005-03-28,0.1896295249462127,-0.011145477252142877,-0.011208053479447467,0.3203973213129647,-0.13834992311666305,-0.016217136701285412,-0.142808221369539,0.7259431355539524
2005-03-29,0.1854328215122223,-0.022131065482449475,-0.022379631713705123,0.321316311032726,-0.1617787887534271,-0.03985188422871858,-0.16177878875342708,0.8439121664722345
2005-03-30,0.1854328215122223,0.0,0.0,0.32199198536743634,-0.15975071626737192,-0.04208496909403069,-0.16177878875342708,1.2235225821054594
2005-03-31,0.1813120990991592,-0.02222218472144355,-0.022472817498990234,0.3167560093794406,-0.1535457840730956,-0.06511145920100633,-0.18040589534718057,0.7606665296931935
2005-04-01,0.179556593298912,-0.009682231957874654,-0.009729409535532932,0.31616010950208745,-0.1502362833080978,-0.07568343483901822,-0.18834139557973578,0.76292947821166
2005-04-04,0.1784889101982116,-0.005946220526266144,-0.005963969690813155,0.3159896772421015,-0.1516126790904565,-0.08320364136674821,-0.19316769663366007,0.6372808506998001
2005-04-05,0.1753599047660827,-0.01753053132911242,-0.017686010865697824,0.31073822361804654,-0.17486431212586295,-0.10071370915749071,-0.2073118956051636,0.6542553052789862
2005-04-06,0.1780310720205307,0.01523248577268066,0.015117636288144696,0.27963719741533954,-0.11762170488200607,-0.08852774353834794,-0.19523728533279605,0.9137870113235463
2005-04-07,0.1813120990991592,0.018429519304642206,0.018261753803899203,0.28125123649497574,-0.07727988702570898,-0.07234583859362904,-0.18040589534718057,0.841425374105153
2005-04-08,0.1789468079805374,-0.013045412470395923,-0.01313125121547985,0.2827463203305174,-0.08896501340502905,-0.0848547932669031,-0.19109783850068143,1.0384040371639038
2005-04-11,0.1754359006881714,-0.01961983749242313,-0.01981486161329026,0.2804925219414519,-0.0862512183131855,-0.10285878124632522,-0.2069683674565679,0.5668325083989434
2005-04-12,0.1775732040405273,0.012182816310527311,0.012109203078482298,0.26252415083590525,-0.10049939731294222,-0.09187242841772562,-0.19730700874885368,0.8885644190023048
2005-04-13,0.1701705157756805,-0.041688093115430314,-0.04258197270223299,0.28886359829280905,-0.12031758676945681,-0.12813129314266902,-0.23076974891123475,0.8560769495018894
2005-04-14,0.1687969267368316,-0.008071839193691699,-0.008104592861641401,0.2862145057414515,-0.11236282404743192,-0.13363102624513448,-0.23697885180094638,0.6139439225888995
2005-04-15,0.1629217267036438,-0.03480632110291759,-0.0354264942611155,0.304040628078616,-0.134573571669368,-0.1608676285248689,-0.26353681089347947,1.0819901335154354
2005-04-18,0.1617771238088607,-0.007025477313195583,-0.007050272177685265,0.30000953488147375,-0.12287887469230785,-0.16395020355276416,-0.26871081632055105,0.8234929608845195
2005-04-19,0.1674233973026275,0.03490155691256991,0.034306308099564746,0.300930544544911,-0.12240029225220017,-0.13217655177236073,-0.24318768525681597,0.6517432505281264
2005-04-20,0.1623109430074691,-0.030536080246402864,-0.031012020305401015,0.3104963242368845,-0.1336034427093895,-0.15630036296773328,-0.2662977668312797,1.0120202081236003
2005-04-21,0.1713151782751083,0.05547521997469307,0.053991110981565185,0.36382017252893173,-0.10486615581935577,-0.10739987349215571,-0.2255954740503214,0.9804414748587533
2005-04-22,0.1697126924991607,-0.009354021004339907,-0.00939804460568125,0.3630918875309104,-0.11500509431159067,-0.11299133452175564,-0.2328392702519106,0.6421241228505679
