Date,Close,High,Low,Open,Volume
2005-01-03,0.1799385100603103,0.1886378243545951,0.1791757129895986,0.1860436020318404,1066716000.0
2005-01-04,0.1714680939912796,0.1815409789777993,0.1687209360975451,0.181236048504235,790224000.0
2005-01-05,0.1730705946683883,0.1751309597028485,0.1687209381834731,0.1696366574927058,724812000.0
2005-01-06,0.1713921576738357,0.1781831163320614,0.1701705931875698,0.1761227505087119,563568000.0
2005-01-07,0.1681102365255355,0.1730706703667096,0.165592003912398,0.1717731017192911,763092000.0
2005-01-10,0.1684920340776443,0.170170550563708,0.1675003105757573,0.1686449564525483,579552000.0
2005-01-11,0.1633026450872421,0.1678052240661222,0.1607844271428788,0.1668895047285572,1093380000.0
2005-01-12,0.1619291007518768,0.1653630386243692,0.1579612922324696,0.1647531639006925,1057800000.0
2005-01-13,0.1636085361242294,0.167881275657656,0.1587241069800838,0.1623109676368531,898764000.0
2005-01-14,0.164142370223999,0.1670424507703389,0.1625398578756561,0.1666605883196754,573912000.0
2005-01-17,0.164142370223999,0.1670424507703389,0.1625398578756561,0.1666605883196754,573912000.0
2005-01-18,0.1667365729808807,0.1671184353870979,0.1619290637859241,0.1623109125468883,464556000.0
2005-01-19,0.1629217267036438,0.1678812447888117,0.1622349337210055,0.1675003102005515,336492000.0
2005-01-20,0.1633026450872421,0.1672713671562756,0.159639781382236,0.159639781382236,640080000.0
2005-01-21,0.1636085361242294,0.1668135478904312,0.1629977607457741,0.1635316178067576,596352000.0
2005-01-24,0.1570456027984619,0.1650581396799282,0.1561298831281292,0.1626928432354155,463704000.0
2005-01-25,0.1597926616668701,0.1620059485416876,0.1568165780147253,0.1577322971111737,439704000.0
2005-01-26,0.1618530452251434,0.1640663323598149,0.1576563115773489,0.1603265372595028,429120000.0
2005-01-27,0.1748260408639907,0.1755888378693487,0.1611662816679926,0.1621580051045854,1002912000.0
2005-01-28,0.1745970994234085,0.176199597949547,0.1707812999058254,0.1755128187148818,671052000.0
2005-01-31,0.1749020367860794,0.178183051672749,0.1724598229321081,0.1760466825342075,562968000.0
2005-02-01,0.1781830936670303,0.1789468050488555,0.1736814279084177,0.1747491556133335,507180000.0
2005-02-02,0.1881039589643478,0.1895535353227518,0.1799385020099876,0.18520387837021,2035404000.0
2005-02-03,0.1861195862293243,0.1874171543681943,0.1835253505383486,0.1861195862293243,690120000.0
2005-02-04,0.1968032568693161,0.1973371137766369,0.1861195826463586,0.18619558670969,806448000.0
2005-02-07,0.1944369971752166,0.2006950095694346,0.1926824907763772,0.1970321465645158,521628000.0
2005-02-08,0.1963454484939575,0.1994735419681588,0.1926056654040563,0.193216440787485,455772000.0
2005-02-09,0.1894774883985519,0.1974900075243459,0.1884848509137937,0.196879232410178,783756000.0
2005-02-10,0.1939031928777694,0.194894916358042,0.1897824623530306,0.1904692553222387,602376000.0
2005-02-11,0.1995504200458526,0.2010000100683887,0.1919957518906759,0.1926825448666938,556512000.0
2005-02-14,0.1953527331352234,0.2002371740282433,0.1945899498825025,0.1994734628983613,432900000.0
2005-02-15,0.1971081793308258,0.2033652784048248,0.1963453823873082,0.1966503265054745,748500000.0
2005-02-16,0.1964214444160461,0.1993215255122325,0.1929115021940494,0.1964974484987141,466464000.0
2005-02-17,0.1946660131216049,0.1991685929959561,0.1931404188618391,0.1990925889171494,1017408000.0
2005-02-18,0.2157274782657623,0.215956404688873,0.20382314052096,0.2096233012659573,3132120000.0
2005-02-21,0.2157274782657623,0.215956404688873,0.20382314052096,0.2096233012659573,3132120000.0
2005-02-22,0.2184746265411377,0.2235110761659219,0.2123704494321561,0.2142778922053669,1420800000.0
2005-02-23,0.2113777995109558,0.2176358128508379,0.2078678583057994,0.214964672653983,1107840000.0
2005-02-24,0.2169490754604339,0.2172540059938235,0.2084786873494874,0.2084786873494874,695496000.0
2005-02-25,0.2200771868228912,0.2212218328538287,0.214888727936335,0.2172540240798485,525132000.0
2005-02-28,0.2212218195199966,0.2212987378292197,0.21710108859889,0.2190094459053285,758064000.0
2005-03-01,0.2206878662109375,0.2258772370732198,0.2184745791931046,0.2222143740959942,737148000.0
2005-03-02,0.2142018973827362,0.2194672736619172,0.2129043291833245,0.2182457095308463,947460000.0
2005-03-03,0.211301788687706,0.2150406698323711,0.2081727821179071,0.2136670977475794,761292000.0
2005-03-04,0.210386112332344,0.2137440457759216,0.2086306776031034,0.2119126069778896,593124000.0
2005-03-07,0.2125225067138672,0.2169490963778873,0.2098522799764172,0.2113018565852175,511176000.0
2005-03-08,0.2017627507448196,0.212446423713137,0.2003891787289034,0.2119885709229157,1332384000.0
2005-03-09,0.1964973956346511,0.2042049989685125,0.1958875346729129,0.2004661176268997,910140000.0
2005-03-10,0.1964214444160461,0.1988636725517582,0.1932924368396226,0.1971082375020147,689280000.0
2005-03-11,0.191995769739151,0.1984817967045944,0.19024033480725,0.1981768661621593,732180000.0
2005-03-14,0.1974131017923355,0.1982528169939766,0.1945899536040527,0.1959635256696176,572148000.0
2005-03-15,0.193445399403572,0.2003132766238068,0.1932924633397784,0.1984058331472192,378108000.0
2005-03-16,0.1901643276214599,0.1957346486363797,0.1900874093129795,0.1926825596296306,535356000.0
2005-03-17,0.1882560104131698,0.1914610222547632,0.1877981437813662,0.1907742291296867,442584000.0
2005-03-18,0.1844410300254821,0.189019612144952,0.1810070934358797,0.1884088370625497,639012000.0
2005-03-21,0.1907742172479629,0.1912320702059927,0.1832195479236711,0.1843641939640027,654456000.0
2005-03-22,0.1873402446508407,0.1926825392258201,0.186653451694929,0.1909271045085005,622992000.0
2005-03-23,0.1913849860429763,0.1926825543430729,0.1867303846455291,0.1871113328941078,728784000.0
2005-03-24,0.1917668581008911,0.1971082395097051,0.1916139357017643,0.1919188662677754,865356000.0
2005-03-25,0.1917668581008911,0.1971082395097051,0.1916139357017643,0.1919188662677754,865356000.0
2005-03-28,0.1896295249462127,0.1945899704184296,0.1877980862703712,0.1918428124046672,511188000.0
2005-03-29,0.1854328215122223,0.191537913760483,0.1845931060984214,0.1894006300104309,587400000.0
2005-03-30,0.1854328215122223,0.1881039759063369,0.1790988028027363,0.1855088255885782,858708000.0
2005-03-31,0.1813120990991592,0.185661756646657,0.1804723836461309,0.1843641882497897,518316000.0
2005-04-01,0.179556593298912,0.1845930419211293,0.1784888660272589,0.1835253146494762,510756000.0
2005-04-04,0.1784889101982116,0.1790987848575223,0.1745202015107557,0.1785649142669522,421428000.0
2005-04-05,0.1753599047660827,0.182303797562433,0.1742912629885585,0.1785649158665816,430128000.0
2005-04-06,0.1780310720205307,0.1816170179641555,0.1774202830787254,0.1786409467301948,567468000.0
2005-04-07,0.1813120990991592,0.1831435381650288,0.1758937996267136,0.178946803009544,506352000.0
2005-04-08,0.1789468079805374,0.186119628406001,0.1785649454607403,0.1820749012979702,621540000.0
2005-04-11,0.1754359006881714,0.1808542128067657,0.1749020437628662,0.1802434239382832,328380000.0
2005-04-12,0.1775732040405273,0.1778781345468606,0.171010245897102,0.1749020499201404,512232000.0
2005-04-13,0.1701705157756805,0.1782599535629912,0.1690258564876375,0.1778021007639759,498408000.0
2005-04-14,0.1687969267368316,0.1721548595426694,0.1681870658381933,0.1705523611326795,352080000.0
2005-04-15,0.1629217267036438,0.1678812447888117,0.1613952183638058,0.1666605948433518,630156000.0
2005-04-18,0.1617771238088607,0.1654399888504519,0.1610134123199982,0.1619291319917107,473100000.0
2005-04-19,0.1674233973026275,0.1686449615196222,0.1636845153969513,0.16444731247545,365460000.0
2005-04-20,0.1623109430074691,0.1713152015612952,0.1621580206279941,0.1702474739560895,564672000.0
2005-04-21,0.1713151782751083,0.1719259534778631,0.1641423596119661,0.1655919358527617,538152000.0
2005-04-22,0.1697126924991607,0.1713921233011718,0.1677292453963583,0.1702474773672315,336276000.0
2005-04-25,0.1723838001489639,0.1736813681138956,0.1703234352970309,0.171163150470534,318168000.0
2005-04-26,0.1716210693120956,0.1760467311695435,0.1681102128029337,0.1724598705765244,353148000.0
2005-04-27,0.1650581210851669,0.1677292620586759,0.1616241692969597,0.1671184866999884,609348000.0
2005-04-28,0.1655919700860977,0.1678052579911506,0.1629217434745153,0.1645242424052893,372948000.0
2005-04-29,0.1673473566770553,0.1684920023382255,0.1596397675091339,0.1671944343309578,478356000.0
2005-05-02,0.1667365729808807,0.1712391653514911,0.1642183551783085,0.1693317227200709,334908000.0
2005-05-03,0.1658208668231964,0.1699415971138347,0.1651340875382594,0.1668895085445833,439512000.0
2005-05-04,0.171086236834526,0.1723078145207376,0.1660498010092129,0.1665845721443311,468816000.0
2005-05-05,0.1744441539049148,0.1765805226755646,0.1711631395832496,0.1720788451078609,619272000.0
2005-05-06,0.176809474825859,0.1768863931186788,0.1724598183690084,0.1765045443504923,355728000.0
2005-05-09,0.1800914257764816,0.1813120757037371,0.1765045658327325,0.1775732076197892,745332000.0
2005-05-10,0.1730705946683883,0.1778781176305466,0.1710862336952676,0.1778021135692072,735120000.0
2005-05-11,0.1701705157756805,0.174749098346843,0.1698655716750549,0.173986301447202,555420000.0
2005-05-12,0.1739102751016616,0.1761995660938298,0.1700184722278254,0.1701704939653248,835584000.0
2005-05-13,0.1932923942804336,0.1943610360089146,0.1816169962612037,0.1896295304673585,2650320000.0
2005-05-16,0.1939792186021804,0.1952767869704478,0.1909271295188218,0.1910031335970531,664104000.0
2005-05-17,0.1961164772510528,0.1970321966463538,0.1926825397526151,0.1928345478895811,639804000.0
2005-05-18,0.1975660622119903,0.1980239287522502,0.1935982675968849,0.1956586329149164,550056000.0
2005-05-19,0.1971842050552368,0.1988636357111886,0.1949718316871063,0.1980239203832127,452880000.0
2005-05-20,0.2006951123476028,0.2007711164356896,0.1946660368904032,0.1969553291465056,517008000.0
