Date,Log_Return,Volatility_21d,Momentum_21d,MA_Dist_50d,Drawdown_252d,Volume_Ratio_21d
2010-09-06,0.0,-0.034229994111293766,0.26767414109999527,0.2393271535591527,0.37394999351862984,-0.4179046914454338
2010-09-07,-0.7141894244738214,0.004668432150705154,0.13433968782184083,0.11487511946394102,0.253622153740718,-1.1289358411663823
2010-09-08,0.5059455892915902,-0.04165948906035883,0.3868012111608998,0.23462324775258278,0.3385594027734655,-0.8335351926546966
2010-09-09,-0.2659174979139502,-0.283214660495286,0.6814771949385351,0.18807021425312073,0.29373368374199693,-0.3679028636080895
2010-09-10,-0.7693421120165955,-0.25064904646839825,0.6264722324751286,0.02860244934763792,0.16632738830375626,-0.26465096655389697
2010-09-13,0.7833856461993769,-0.2942470804528256,0.5511006491507032,0.17600393304728368,0.2960907782570918,-0.34159081099916255
2010-09-14,0.5567988333754536,-0.3055837825133832,0.5189638847475653,0.25929566558821154,0.3904669525782259,1.0677548447978509
2010-09-15,1.1622180210505093,-0.24712263104318707,0.6352889255508016,0.4638610284158228,0.5933719936499472,1.1373958843888758
2010-09-16,-1.411456970982461,-0.11622646936449793,0.47384636937475455,0.15124510605659824,0.3479983280618516,8.552569373210806
2010-09-17,-1.0044509771220762,-0.03515871015450993,0.2782581691673601,-0.06348717969900307,0.18048387773529453,2.407651447546792
2010-09-20,1.1708479078756582,0.024978630948007674,0.4086457327802302,0.14479132353249705,0.37631088503580756,1.2844449319186335
2010-09-21,-0.4037578272127696,-0.0890863431776419,0.053215893998864255,0.04911939651600657,0.30789017317353506,0.7998084595882137
2010-09-22,-1.2899458113840498,-0.10464378759254188,0.06878557171403997,-0.20062332434324776,0.09554620681342718,1.3406670773521823
2010-09-23,-0.45789005882197964,-0.1600439165027881,-0.19208237659248042,-0.28481453961739955,0.022404555695040178,0.24670298473994812
2010-09-24,0.7930112473500467,-0.12171737346861079,-0.017405303589451762,-0.13203803259332186,0.1498108511332813,-0.09320882002301013
2010-09-27,0.6163873775754264,-0.10102746314189667,0.1051010049455269,-0.004888697570070597,0.25126505922562364,-0.6637265998152647
2010-09-28,1.2085585461880397,-0.022243984725306865,0.28008454675192296,0.23041492601480915,0.4565305699254028,1.9987062905725685
2010-09-29,0.7786965665341684,-0.028037807138060256,0.5377107344886001,0.3807996540396413,0.5933719936499472,3.8416268882023026
2010-09-30,-2.1579603049275353,0.16396565038097874,-0.11615252694637108,-0.050992642589250736,0.22295250225166768,3.898848884166176
2010-10-01,0.26980807618674996,0.12522882825853288,-0.21595525137908536,0.005597285828025699,0.26777822128313694,-0.5053198688720348
2010-10-04,0.5461352539934535,0.14342012673250903,-0.12064314710992917,0.11358592514585922,0.3597939259762132,-0.39996628954937447
2010-10-05,0.17979895369681087,0.14525717789990045,-0.08964913874999263,0.1463502613639474,0.3904669525782259,-1.2367250196735686
2010-10-06,-0.924501312740165,0.16480190440124384,-0.1258840433997507,-0.035218105005021455,0.2347481001660282,-1.2905195546069177
2010-10-07,-0.042727742070383996,0.14924591813004134,-0.21919287771733256,-0.04398879901316839,0.22767006639481938,-1.7540006680877651
2010-10-08,0.0,0.14598283801134715,-0.17418978511235583,-0.04673833475851074,0.22767006639481938,-1.4036414167542632
2010-10-11,-0.2720842080856959,0.11666456753087491,-0.08892454457147941,-0.09563279174233787,0.18284097225038895,-1.663106077188934
2010-10-12,0.0,0.07960425040188189,-0.22259642516786107,-0.08610247932327797,0.18284097225038895,-1.456387557132775
2010-10-13,0.42844280396036716,0.07160713526542742,-0.24415742920628764,0.0013466567663811802,0.253622153740718,-1.2316356238606163
2010-10-14,0.29620178662042906,-0.010788885324224961,-0.3871716448184871,0.05802617198093964,0.30316881202830076,-1.2790239535609136
2010-10-15,-0.29620178662042906,-0.12417219076877674,-0.20220365503907575,-0.00573651922532212,0.253622153740718,-1.1716233335572703
2010-10-18,-0.4428194681181412,-0.17719453150773803,-0.10633894161216759,-0.09534401998419575,0.18048387773529453,-1.5433452733260167
2010-10-19,-0.26025565433607356,-0.2743729986843011,-0.34701426585186207,-0.15092941982122035,0.1380148313298003,-1.1928865233234562
2010-10-20,0.8586187923806465,-0.2271725257825162,-0.1353334383956075,-0.00010846587577304016,0.2795776161995785,-0.8860455961235821
2010-10-21,0.1406581166940031,-0.3509968630087373,0.11591514906013414,0.009744052480030014,0.30316881202830076,-0.3893620727843075
2010-10-22,-0.04213016106000484,-0.3710437533192746,0.1912776742081726,-0.011993343515574377,0.2960907782570918,-1.4326854897751
2010-10-25,0.18213458305510416,-0.41065956267130915,0.08091667105890281,0.012124794308987056,0.32676380485910456,-1.5972902238258964
2010-10-26,0.7037003411995894,-0.40243355752870597,0.09654918189863133,0.13943071389274708,0.4470920665261367,0.814775858318851
2010-10-27,-0.49495895983220545,-0.49552585976961694,-0.20014299325024998,0.028315025338445123,0.3621543956042693,-0.41164517953999036
2010-10-28,0.2622839681431258,-0.543895811721549,-0.28670866955384927,0.06670583093950291,0.4069839116378202,-0.8286068059227164
2010-10-29,0.8797966443044903,-0.9434097949174319,0.2452711921381756,0.22807604045107163,0.5603418725328396,-0.019440667914388376
2010-11-01,-0.5790454546246036,-0.8980946172346084,0.09098879524128717,0.10392168476224928,0.45888766444049667,1.3800353304358857
2010-11-02,-0.21841670484522652,-0.9208287522329273,-0.044173734134579,0.04901808888495383,0.4211399791802385,0.4823514088526665
2010-11-03,0.7039759242836058,-0.8714869517669113,0.048110628665523944,0.17929412849015894,0.5438253353623658,0.8694582515941743
2010-11-04,3.9117476647087206,0.11362423955478083,0.9827100594845578,0.9927594792550165,1.0440149669399041,9.918939004701338
2010-11-05,-0.5429834543089936,0.1454206241635438,0.878682265603799,0.8390685491894144,0.939885014079446,3.704801665729107
2010-11-08,0.6363848772038263,0.1493731741514256,1.0113287123159158,0.9511979863587436,1.0440149669399041,0.7252621250310887
2010-11-09,-0.4108776523266962,0.159094464658307,0.9821512775546807,0.8257938502523572,0.9650409842445978,2.7968471409664595
2010-11-10,5.115328691895783,1.1690782152718608,2.1549415099194236,2.015801301372539,1.0440149669399041,10.06762102069838
2010-11-11,-1.3395215288096345,1.2921660069440237,1.7261062068794104,1.6203311102664166,0.7906008131278854,4.719815795448811
2010-11-12,1.8117381899218954,1.3568207789174827,2.0921080927861513,2.027416329208067,1.0440149669399041,6.06031080756214
