Date,Close,Return,Log_Return,Volatility_21d,Momentum_21d,MA_Dist_50d,Drawdown_252d,Volume_Ratio_21d
2010-09-06,1.4033329486846924,0.0,0.0,0.47579352357783317,0.07452753050014405,0.06260510096086636,-0.11887860856589681,0.7307301216202151
2010-09-07,1.369333028793335,-0.024227978059821575,-0.02452630393174026,0.4855297072910341,0.047958707128114675,0.04037907076844472,-0.1402263983056017,0.42879433576054493
2010-09-08,1.3933329582214355,0.017526729380981543,0.017374907651469797,0.4739339386364479,0.09826532673704591,0.06176502507750111,-0.12515737905979218,0.5542347288949897
2010-09-09,1.380666971206665,-0.009090423749782306,-0.009131993769594804,0.41347325289755504,0.15698378976350913,0.05345106592343644,-0.1331100691985088,0.7519631452203958
2010-09-10,1.3446669578552246,-0.026074364131400518,-0.026420327465234802,0.42162434874815313,0.146023253335414,0.02497153657483887,-0.15571367291607147,0.7958085417136359
2010-09-13,1.3813329935073853,0.02726774495198714,0.02690260286142464,0.4107118643831634,0.13100437235317242,0.05129613505114549,-0.13269188868269693,0.7631364254419096
2010-09-14,1.4079999923706057,0.01930526454414827,0.019121282041197965,0.4078743147810284,0.12460065601292336,0.06617130021572183,-0.11594827615243074,1.3616079386772832
2010-09-15,1.4653329849243164,0.04071945515935749,0.03991225778823518,0.42250700215417186,0.14778010728646507,0.10270486082471714,-0.07995017162466686,1.391180654338549
2010-09-16,1.3960000276565552,-0.04731549619170161,-0.048471485954015556,0.4552700005560277,0.11561033680094646,0.046874428003730505,-0.12348278577533564,4.539996617622188
2010-09-17,1.348667025566101,-0.033906161284188,-0.03449430795979603,0.47556106815783117,0.07663655157738791,0.00852514507565569,-0.15320211980920428,1.93058826236701
2010-09-20,1.4040000438690186,0.041027931471588897,0.040208620657688286,0.4906133018151487,0.10261816444913907,0.04572183964887681,-0.11845975441044967,1.4536242895340512
2010-09-21,1.3846670389175415,-0.013769946116383935,-0.013865631225686787,0.4620631096852994,0.03179361478806353,0.02863568148444803,-0.13059851609164164,1.2478258597651557
2010-09-22,1.324666976928711,-0.04333176157333496,-0.04429861594322747,0.4581691182957466,0.03489609885728573,-0.01596615483354013,-0.16827121390386218,1.4774987395786905
2010-09-23,1.3040000200271606,-0.015601624605655506,-0.015724610817731268,0.4443025975997122,-0.017085622832611613,-0.031001959641586724,-0.1812475341982517,1.0129524139574173
2010-09-24,1.340000033378601,0.02760737177802386,0.027233160009510322,0.45389564029915946,0.0177213170517021,-0.003717429641763202,-0.15864393048068903,0.8686105831749524
2010-09-27,1.3686670064926147,0.021393262985027306,0.021167639346159756,0.45907427571730586,0.042132475558761984,0.01899031458852458,-0.14064457882141357,0.6263430900333457
2010-09-28,1.4266669750213623,0.042376975738883216,0.04150365884365805,0.478793593261478,0.07700048379641955,0.06101345611614834,-0.10422769498705077,1.7569317672992801
2010-09-29,1.4653329849243164,0.02710233753211755,0.026741573043440717,0.4773434132713601,0.1283362376822197,0.08787083558655458,-0.07995017162466686,2.539518689321879
2010-09-30,1.3606669902801514,-0.07142812979779545,-0.07410749655146084,0.5254014226978598,-0.0019554991900470053,0.010756558656483376,-0.14566761018629953,2.5638177208433413
2010-10-01,1.373332977294922,0.009308660462294949,0.009265601888000167,0.515705688116994,-0.021842639327550817,0.020863018279530653,-0.13771492004758276,0.6936097081155159
2010-10-04,1.3993330001831057,0.018932060409265317,0.018755079210463148,0.520258926922373,-0.0028503203785927855,0.040148832090178825,-0.12139008682391547,0.7383475733671307
2010-10-05,1.4079999923706057,0.006193659540913998,0.006174557664762153,0.5207187364667438,0.00332568524831367,0.046000252127723226,-0.11594827615243074,0.3830222056189775
